Tweet_ID,Date,Author,Mentions_SpireJim,From_SpireJim,Text,Retweets,Likes,Replies
1956281547104854244,Fri Aug 15 09:07:21 +0000 2025,NalwalaT,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim @Airtel_Ug ,thx for this, but before visiting all the towns, can you please get sometime and engage stake holders , your employees plus technical team.
Up to now,  we in airtel money business still want  answers why you still tax our commission yet you charge every transaction!",0,2,0
1677674062305263617,Sat Jul 08 13:40:40 +0000 2023,SpireJim,False,True,"To @Airtel_Ug … Airtel loans
@UCC_Official 

#UgandaTelecomsExhibition https://t.co/IxMwb0BRx9",121,559,122
1953911494581637476,Fri Aug 08 20:09:36 +0000 2025,SpireJim,False,True,"Dear @Airtel_Ug , is this the case? Will you do something about it??
#StopAirtelTheft https://t.co/6KuRlcEPrY",218,1073,84
1955012877083086870,Mon Aug 11 21:06:06 +0000 2025,angelaAbwoly,True,False,"@SpireJim A SIM card registered to someone, linked to a bank account, gets cloned.
The real owner loses access.
Millions are wiped clean. Loans are taken.
Airtel says, “Talk to the bank.”
The bank says, “It was your number, so we assumed it was you.”
And both institutions are just sitting",32,192,16
1955771287650918613,Wed Aug 13 23:19:46 +0000 2025,hyaweh2002,True,False,@DailyMonitor @Airtel_Ug @SpireJim   @BOU_Official This is a business and not a political party! You have decided to provide a service but so many people have come out to complain about their hard earned money going missing and you have not put mitigating factors into consideration! Please,1,19,0
1954813895647887387,Mon Aug 11 07:55:26 +0000 2025,ExperitoSantos,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug 🚨 DAY 5: #StopAirtelTheft 🚨
Every minute, more Ugandans lose money!

📌 Flood @Airtel_Ug &amp; @airtelmoneyug tweets with demands + proof.
📞 Call 100 (Airtel) / 0705 100 100 (others) — overwhelm them!

Act NOW. No silence.",10,38,0
1955555434938732773,Wed Aug 13 09:02:02 +0000 2025,panafri256,True,False,"@SpireJim @dabirungi @Airtel_Ug Ugandans, it’s time to raise our voices directly to the top. @AirtelUGMD is the Managing Director of @Airtel_Ug — not just PR. (Birungi is a foól) Let’s flood his posts with respectful demands for answers. We’ve had enough silence, gaslighting &amp; excuses. Let’s be heard. https://t.co/FcQxzmxTou",6,37,2
1954194149357306178,Sat Aug 09 14:52:47 +0000 2025,SpireJim,False,True,"When the case that brought us here happened, I thought it was an isolated case. If only @Airtel_Ug had responded positively when reported to (because they knew it wasn’t new), we wouldn’t get here. Perhaps it was a blessing in disguise, to know that there were so many other https://t.co/62QeqfZQnD",379,1997,142
1954840788749152426,Mon Aug 11 09:42:17 +0000 2025,ChrissOpio,True,False,"@SpireJim @Airtel_Ug @Airtel_Ug reversed money that was sent to me by a colleague, the money was removed from my account but it didn’t also go to the sender, we tried following up and got tired 🥱 https://t.co/EgO586PYbI",1,7,2
1955541801458131215,Wed Aug 13 08:07:52 +0000 2025,SpireJim,False,True,"DAY 7 - He has called it a criminal ‘SMEAR CAMPAIGN’!!!
———— 

Dear Mr @dabirungi the @Airtel_Ug PR, I had actually decided to halt the campaign until the X Space tomorrow, to see what comes of it. But, reading you dismissively impute criminality of your customers’ outcries in",647,2271,311
1954262928850596257,Sat Aug 09 19:26:05 +0000 2025,DanzelAlex,True,False,@SpireJim @Airtel_Ug Airtel thugs at the end of the month https://t.co/uUsNqt9lBW,2,31,2
1954845110329286985,Mon Aug 11 09:59:28 +0000 2025,SircobsCbcom,True,False,"@SpireJim @Airtel_Ug Let’s organise a court case where we shall benefit with a compassion. They may be stubborn to respond to you  but tell you what airtel is an international company which has got alot to lose in its reputation. 
We shall  contribute for the law suit cost .",1,11,0
1954393042632286639,Sun Aug 10 04:03:06 +0000 2025,kiizainnocent1,True,False,"@SpireJim @Airtel_Ug @Airtel_Ug you deducted my money 250k and didn't transfer it to my bank account. My calls you have been telling me it's network and working on it. Wait when I come to your service center, all tables will shake.",0,8,0
1955595000927949073,Wed Aug 13 11:39:16 +0000 2025,martinssempa,True,False,I can only conclude that @Airtel_Ug is not interested in talking to me. They're looking for every excuse to discourage me from talking to a customer care representative. Why do you think they do things this way? #stopthetheft @SpireJim https://t.co/5es8eNkg79,88,538,47
1954548289828749719,Sun Aug 10 14:20:00 +0000 2025,AdLegalug,True,False,"Are Airtel Loan internet Bundles Disappearing Faster Than They Should?

Read publication: https://t.co/XHYeSseZLV

We’re building a case, and we need your proof. Follow the simple steps in our guide above and send us your evidence.
@Airtel_Ug @UCC_Official @SpireJim @UCC_ED https://t.co/5hpiOmhKjA",2,6,0
1955590466520646009,Wed Aug 13 11:21:14 +0000 2025,MaxlineFX,True,False,"@256Simera @SpireJim That's where @mtnug  shines, it treats both MTN and Airtel numbers as 'mobile users.' The so-called smartphone network fails to see that their customers face problems due to their poorly designed UI procedures",0,9,0
1955009230974619952,Mon Aug 11 20:51:37 +0000 2025,panafri256,True,False,"@SpireJim They ask your balance, reset your PIN, then steal what you didn’t mention. Airtel's system isn’t just “vulnerable”—it’s compromised from within. This is organized theft, not glitches. No audit. No arrests. No accountability.

How many more must lose their life savings before https://t.co/vT77szbpgC",0,15,0
1955079896314663103,Tue Aug 12 01:32:25 +0000 2025,Apfreny,True,False,"@SpireJim As we talk about airtel money theft, what about field agents of airtel who disguise as giving free sim cards. All they need is access to your ID, register multiple lines, and sell them to fraud stars. Your name comes up as a loan defaulter but in actual sense, you didn't take it",0,9,0
1958040518119833791,Wed Aug 20 05:36:52 +0000 2025,MedVilla11,True,False,One man Army. He cooked and roasted the entire  company. Thank you @SpireJim . Also @Airtel_Ug thank you for listening. We notice some changes now. https://t.co/UmFKHiB04K,7,28,0
1955171285182398913,Tue Aug 12 07:35:34 +0000 2025,johnboscsunday6,True,False,"@NiwaRodgers @Airtel_Ug @SpireJim One of the telecom service with poor customer service and care is @Airtel_Ug . No care for the customer, data theft is one the thing I hate about airtel",1,3,0
1954547924597186912,Sun Aug 10 14:18:33 +0000 2025,AdLegalug,True,False,"Are Airtel Loan internet Bundles Disappearing Faster Than They Should?

Read publication: https://t.co/XHYeSseZLV 

We’re building a case, and we need your proof.
Follow the simple steps in our guide above and send us your evidence.

@Airtel_Ug @UCC_Official @SpireJim @UCC_ED https://t.co/aDDFIZrUs6",1,3,0
1958036939824619745,Wed Aug 20 05:22:39 +0000 2025,SKapkwomu,True,False,@SpireJim @Airtel_Ug Sir. We are going to pick nomination forms on your behalf. This country needs people like you in charge.,0,18,0
1955011342068224273,Mon Aug 11 21:00:00 +0000 2025,panafri256,True,False,"@SpireJim Airtel is running a whole theft operation disguised as a telecom! People's SIMs are cloned, accounts drained, loans taken in their name—and all Airtel does is “investigate” for months? This is beyond incompetence, it's straight-up criminal. #StopAirtelTheft",4,81,1
1955008576956563757,Mon Aug 11 20:49:01 +0000 2025,SpireJim,False,True,"How is this done!!!?
—————

“Hello Dr.,

Thank you for the work you’re doing pressing the necks of those Airtel thieves! 

I was with my brother in the field upcountry when someone attempted to send him money via Airtel. They were told that his number was not registered, despite",357,1676,214
1956336994985865616,Fri Aug 15 12:47:41 +0000 2025,davidofug,True,False,"@AirtelUGMD @Airtel_Ug @airtelmoneyug @SpireJim @AgoraCFR Thank you so much. Our appreciation to people like @SpireJim whose voices can speak for many who were seen as minority.

Additional suggestions.

1. Airtel Agents and on ground support personnel need to be assigned numbers. The number and the name should be printed clearly on",2,26,1
1955534864016609440,Wed Aug 13 07:40:18 +0000 2025,BagumaAllenK,True,False,@DailyMonitor Standing against injustice whether in government or private sectors is a Moral Duty. Silence in the face of economic oppression equals to national betrayal. A people in pain will not be silenced. #JusticeNow #StopAirtelTheft @SpireJim,11,144,0
1958039586233373024,Wed Aug 20 05:33:10 +0000 2025,Steve30270251,True,False,@SpireJim @Airtel_Ug Changes are made but our money is not refunded,0,3,1
1954848167112949831,Mon Aug 11 10:11:37 +0000 2025,SpireJim,False,True,"Dear DB (in @Airtel_Ug),
Your messages in the staff WhatsApp group reach me through those who care about their image as employees. I hope you are not trying to gloss over customers’ concerns as mere “Bad news”! This is the indifference we’re talking about. Who are you there to https://t.co/THEhH4rxCq",340,1404,160
1954954133729133038,Mon Aug 11 17:12:41 +0000 2025,HenryMagezi1,True,False,"@SpireJim @Airtel_Ug Brushing off people’s real experiences as mere ‘allegations’ is not accountability. We need action, transparency, and solutions not PR speeches",1,20,1
1954268069410242633,Sat Aug 09 19:46:30 +0000 2025,carlus_innocent,True,False,"@SpireJim @Airtel_Ug @Airtel_Ug 

#StopAirtelTheft 
Airtel is the only business doing direct fraud to its clients because it's a foreign company carrying away billions of money from the country, and it feels untouchable",4,32,3
1958038062069408170,Wed Aug 20 05:27:07 +0000 2025,GilbertOkelloUg,True,False,"@SpireJim @Airtel_Ug If anything is to be done, their PRO should leave first and then the entire front staff follow suit.",1,7,0
1955963624419418599,Thu Aug 14 12:04:02 +0000 2025,NamanyaJoel1,True,False,@SpireJim @Airtel_Ug Why is my number in my NIN that iam still using on social media platforms and attached to email offered to another person?,0,5,0
1955588396824608977,Wed Aug 13 11:13:01 +0000 2025,Kisangirizibd,True,False,"@SpireJim I wonder why they give away our numbers yet we purchase them at a fee. After that fee, what I do with the line shouldn't be Airtel's business. They gave away our grandpa's line after he passed and now we need to retrieve communication for a court case but all in vain.",2,25,0
1954852433101807707,Mon Aug 11 10:28:34 +0000 2025,cathie59592,True,False,@SpireJim @Airtel_Ug @airtelmoneyug @Airtel_Ug  a transaction was made on my phone without my authorization and I lost 803500 and  urequested me to come to lugogo where I have not been helped https://t.co/1pZAC2NXwm,0,3,0
1956272213818007600,Fri Aug 15 08:30:16 +0000 2025,CarWaySir1,True,False,"@Airtel_Ug @EmmanuelMagal @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim This is so long, can we have it separate where i can listen to the menu if i want or talk to the customer care directly without corners",1,8,0
1956023548692009305,Thu Aug 14 16:02:09 +0000 2025,BRKirenga,True,False,@SpireJim @Airtel_Ug To respect its customers and stop taking them for granted.  We are the bosses not the shareholders! When we decide to subscribe to their network we are providing them income for equity holders not the reverse.,0,2,0
1955698827618398452,Wed Aug 13 18:31:50 +0000 2025,nymynet,True,False,"@SpireJim Jim Spire Subject to Legal Action Over #StopAirtelTheft Campaign - Airtel PR - @nymynet

#StopAirtelTheft #JimSpire #AirtelMoney #AirtelUganda

https://t.co/JTzNkd8uOz",1,5,0
1956835658183360719,Sat Aug 16 21:49:11 +0000 2025,KabireMwene,True,False,"@SpireJim On 16/8/2025 I received a call from @airtelmoneyug / @Airtel_Ug about a Fraud/ loss I reported on 20/9/2021. They have expressed concern and written an email inviting me for a meeing with their legal and security team to resolve the matter.
Thank you @SpireJim for the job👊🙌👌",0,2,0
1954952551964549332,Mon Aug 11 17:06:24 +0000 2025,davidwamani,True,False,"@SpireJim @Airtel_Ug Airtel are thieves within. It must be such a bonanza even top management benefits. 
I put their line to rest and remained with one. I can’t begin to narrate how much @Airtel_Ug robbed me over the years.",1,23,0
1958075510979801240,Wed Aug 20 07:55:55 +0000 2025,KNalumenya,True,False,"@SpireJim @Airtel_Ug I insisted on PIN reset that's it should be a 5-digit pin not 4, I think my cry has been heard, but not so important because I already migrated to @mtnug",0,2,0
1954934235912950164,Mon Aug 11 15:53:37 +0000 2025,panafri256,True,False,"@SpireJim @Airtel_Ug Airtel has started feeling the heat—that statement is panic in a suit. No solutions, just blame-shifting and arrogance. Customers are losing money, dignity, and time. We’re not backing down until there’s full accountability. #StopAirtelTheft",12,62,1
1955250123555872984,Tue Aug 12 12:48:50 +0000 2025,TheAnkoleTimes,True,False,"Opinion: Is Airtel Uganda on the Brink of Collapse? 
@Airtel_Ug @airtelmoneyug @SpireJim #TheAnkoleTimes 

Details: https://t.co/oqiIHqRpgI https://t.co/qQH5KUqdTT",2,2,0
1955837464012103902,Thu Aug 14 03:42:43 +0000 2025,DakaDan4,True,False,"@JinjaGuy @dabirungi @DailyMonitor @SpireJim Remind us sir, do the Regulations provide for the mode of lodging a complaint?

Also remind us of the legal obligations the law puts on @Airtel_Ug @airtelmoneyug when dealing with customer information and funds.
Are you faulting customers for not properly complaining about theft?",3,4,1
1954929227968418096,Mon Aug 11 15:33:43 +0000 2025,lewoleewo,True,False,@SpireJim @Airtel_Ug @airtelmoneyug is just trying to say that they don't care what happens to you as long as they make the profit! How does it concern you that I reverse money after making a payment for a good? Isn't that supposed to be the work of Police?,0,3,0
1956621928283689282,Sat Aug 16 07:39:54 +0000 2025,JoelKuganja,True,False,"@SpireJim Yesterday, Airtel Uganda confirmed a client’s payment, but today the money is nowhere to be seen on my account. I even contacted MTN, and they confirmed no money was ever sent. How does this keep happening? Honestly, Airtel deserves a boycott until they improve. https://t.co/D3uW87gCy7",0,1,2
1954927261372604737,Mon Aug 11 15:25:54 +0000 2025,SpireJim,False,True,"Thanks @Airtel_Ug for the response. According to the Statement from @Airtel_Ug in response to the concerns which have been raised by various customers about Mobile Money theft, they consider that:

“… The said allegations are misleading, unwarranted, and calculated, for reasons https://t.co/v2U1oadqgl",466,2059,696
1954859188997218572,Mon Aug 11 10:55:24 +0000 2025,SirajZulhaq,True,False,@SpireJim @Airtel_Ug Yesterday I bought data but didn't get yet money was chopped,0,2,0
1954812579097854204,Mon Aug 11 07:50:12 +0000 2025,KiggunduBisege1,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug Have called them, and the customer care person had nothing to respond to. He just kept quiet https://t.co/RyfeNlQmOV",0,21,0
1955173569836749311,Tue Aug 12 07:44:39 +0000 2025,_dConsultant,True,False,"@angelaAbwoly @SpireJim The more secure a system is, the more inconvenient it is.

More convenience, less secure. 
Compartmentalization is key here, let money transactions happen in the bank and communications happen via telecom companies. Change your bank passwords/pins often (every month) and always",2,9,0
1955542503945539621,Wed Aug 13 08:10:39 +0000 2025,NiwaRodgers,True,False,@SpireJim @dabirungi @Airtel_Ug Boycott Airtel,107,324,3
1954988923278725187,Mon Aug 11 19:30:55 +0000 2025,BamwineDerick,True,False,"Hey @Airtel_Ug , 
Following up on Dr. @SpireJim’s #StopAirtelTheft awareness campaign, I have decided to discontinue using your mobile and network call services, until further notice.",0,1,0
1954143355463479384,Sat Aug 09 11:30:56 +0000 2025,KaggwaPons123,True,False,"@SpireJim @Airtel_Ug @UCC_Official @BOU_Official I sent 400,000/- from my @Airtel_Ug mobile Money account to @mtnug registered number, I reached out to them through their respective customer care services.
MTN assured me that they sent the money to Airtel, but never did I receive the refund!! @Airtel_Ug is filled with crooks",0,0,0
1955528787967283322,Wed Aug 13 07:16:09 +0000 2025,TurinaweJavilla,True,False,"Is it  Dr @SpireJim  or it's Airtel customers that are dissatisfied?

He didnot share his complaints,he shared customers complaints?

You will confuse the public",5,6,0
1955168019245642218,Tue Aug 12 07:22:35 +0000 2025,TonnyUga,True,False,"@SpireJim @Airtel_Ug @AgoraCFR @airtelmoneyug Airtel should refund all money stolen and their refund policy should be clearly outlined. 
Those 2 issues should be the objective of the engagement.
Though as for me, Airtel nedda... Ebirango byayiseewo ddaaaa https://t.co/LcfNvvwOaN",0,2,1
1958044267751891250,Wed Aug 20 05:51:46 +0000 2025,Musinguzisam1,True,False,@SpireJim @Airtel_Ug The work you are doing is much better than the @Parliament_Ug composed of 600 members. But did they really need external pressure to change?,2,19,1
1954920843642810454,Mon Aug 11 15:00:24 +0000 2025,jhmrkmwanika,True,False,"@Airtel_Ug says Airtel Money is ‘safe &amp; secure’—yet customer complaints tell a different story. Trust isn’t built on PR, it’s built on transparency, accountability &amp; action. @SpireJim @AgoraCFR",5,11,0
1955692432995106856,Wed Aug 13 18:06:25 +0000 2025,Lubega__Boaz,True,False,"@SpireJim But where are regulators in all this ??!! @BOU_Official @UCC_Official @UCC_ED  where are u, u only serve Ugandans when it’s something to do with politics or collecting money?! Serve Ugandans. U have left Spire single-handedly to struggle with the issue that you directly control.",3,6,0
1954850740792443316,Mon Aug 11 10:21:50 +0000 2025,jbdental_ug,True,False,"@SpireJim @Airtel_Ug Airtel  should act accordingly  ,they  should  provide  credible  evidence  on how to they are going  to curb these loopholes  lest we might  be forced  to believe  that they benefit  from  these dubious schemes.",0,5,0
1955587822666338794,Wed Aug 13 11:10:44 +0000 2025,obel_legacy,True,False,"@SpireJim There was a slogan people we're using MTN for mobile money and Airtel for data and calls, and now after all this It is making much more sense.",0,26,0
1954933851253555500,Mon Aug 11 15:52:05 +0000 2025,panafri256,True,False,@SpireJim @Airtel_Ug Airtel’s so-called “statement” is just corporate gaslighting. No accountability. No apology. No plan to fix theft or broken systems. Just PR fluff telling us to “disregard” real complaints. We’re not fools. #StopAirtelTheft,25,201,3
1955551117971959924,Wed Aug 13 08:44:53 +0000 2025,angelaAbwoly,True,False,"@SpireJim @dabirungi @Airtel_Ug Airtel Uganda’s PR response is not just disappointing it’s disgraceful. Instead of taking responsibility and addressing the public's legitimate concerns, they’ve resorted to intimidation and deflection, painting accountability as a “smear campaign.” Threatening criminal summons",5,51,2
1720031215707660637,Thu Nov 02 10:52:53 +0000 2023,SpireJim,False,True,Thanks @Airtel_Ug for responding… But I wish people didn’t have to first ‘make noise’ https://t.co/qSJLasCZaJ,95,1156,58
1954171399288877199,Sat Aug 09 13:22:22 +0000 2025,DNyeko,True,False,"A certain  wanainchi sent me this proving that the campaign is working,@Airtel_Ug is trying hard to improve on their PR.  @SpireJim @AAgather @GodwinTOKO @AgoraCFR
#StopAirtelTheft https://t.co/dhy3yHadpP",0,0,0
1955963128664948872,Thu Aug 14 12:02:04 +0000 2025,UGCitizen256,True,False,"@SpireJim @Airtel_Ug 1. What concrete steps are you taking to protect customers from fraud and scams on your network?

2. How do you plan to improve response times and resolution for complaints raised via your customer care lines?

3. Will you commit to compensating customers for losses incurred due",2,26,0
1955622285068448101,Wed Aug 13 13:27:41 +0000 2025,CPA_Herbert,True,False,@SpireJim Spire bringing Airtel theft to the public. https://t.co/awpgzul3rw,1,10,0
1955707489783087575,Wed Aug 13 19:06:15 +0000 2025,OROIRICHARDD,True,False,@SpireJim My Airtel line of more than 15 years was given away three years ago when I lost my national ID. The person who got the line abandon since it's has not been on for around two and a half years but Airtel has refused to reassign it back to me,0,2,0
1954844243035304318,Mon Aug 11 09:56:01 +0000 2025,Gglory_official,True,False,"@SpireJim @Airtel_Ug @airtelmoneyug Guys update, they paid last week's wrong transaction but they still owe me from 2yrs ago 😂😂 let's press them harder💪💪 https://t.co/BVq6obc14r",1,72,3
1954444502736769425,Sun Aug 10 07:27:35 +0000 2025,OkumuCollins12,True,False,@SpireJim I also had the same issue some time back and was never resolved with airtel https://t.co/lHweRxrpMa,0,2,0
1954948610464088356,Mon Aug 11 16:50:44 +0000 2025,JoshuaWambuga,True,False,@SpireJim @Airtel_Ug Last time I went to bugolobi head office I was helped with a serial number of people who withdrawn my money I tracked my close friend but is on the run https://t.co/EAkCG9cU0u,0,3,0
1951648539211149424,Sat Aug 02 14:17:26 +0000 2025,SpireJim,False,True,"At the funeral, my other brother’s phone was stolen. He hadn’t saved his password or NIN anywhere on the phone. The following day, all his mobile money was withdrawn and the thief even took a loan, which he is now required to pay to @Airtel_Ug  with accumulating interest. There",507,2852,414
1956320151227289757,Fri Aug 15 11:40:45 +0000 2025,Akolkowski,True,False,"@AirtelUGMD @Airtel_Ug @airtelmoneyug @SpireJim @AgoraCFR Thank you for showing concern. These USSD code pop ups are another of those things that the network should work on.
Namaste 🙏🏽 https://t.co/7n479xdIsE",0,3,1
1955731845708177476,Wed Aug 13 20:43:02 +0000 2025,stevenprince73,True,False,"@SpireJim Solution, crash that @Airtel_Ug simcard,...no more @airtelmoneyug 
Let's stick with polite thieves at least @mtnug https://t.co/1SXVqR8MOm",1,7,0
1955611772989370516,Wed Aug 13 12:45:54 +0000 2025,stevenprince73,True,False,"@SpireJim The power is in ur hands this time...crash that @Airtel_Ug sim card...say NO to airtel money.
@mash_ho504 https://t.co/Fyj67lbcyF",5,9,0
1955706400564207706,Wed Aug 13 19:01:55 +0000 2025,PhillipBya9171,True,False,@SpireJim True these Telecom are so negligent I asked one Airtel customer care officer why they give out our numbers and he had no clear answer,0,4,1
1955552860097384494,Wed Aug 13 08:51:48 +0000 2025,panafri256,True,False,"@SpireJim @dabirungi @Airtel_Ug We're watching our money vanish, and all @dabirungi offers is arrogance and blame. Is this the PR Airtel hired? Did he really study PR—or just propaganda? Ugandans are suffering while you mock us with silence and denial. This is theft, not a smear. #StopAirtelTheft",10,103,3
1956262622346588206,Fri Aug 15 07:52:09 +0000 2025,DRutebemberwa,True,False,@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim Town hall engagements! That's money and time for unguaranteed refunds. Just make the system robust and make your services secure and reliable. That's all the reflection the public needs.,0,2,0
1954851584736682111,Mon Aug 11 10:25:11 +0000 2025,DeoByabazaire,True,False,@SpireJim What restricts them from being good to their customers. Where are the regulatory systems? Cc: @Airtel_Ug @UCC_Official @BOU_Official @GovUganda,0,2,0
1955699991923589541,Wed Aug 13 18:36:27 +0000 2025,vincent_v14539,True,False,"@SpireJim I have a friend who works in Airtel but as soon as he receives his salary from Airtel, he transfers the money to his mtn mobile money, now l know why",5,78,5
1956323383479607380,Fri Aug 15 11:53:36 +0000 2025,Jhariana_bearl,True,False,"@Airtel_Ug @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim Dear @Airtel_Ug kindly work on your customer care call number. This number of calling and yiu take me into your products is irritating. Worse of all, after you selling your products, yiu dont offer an option of agent connection.",0,16,1
1956278912922587275,Fri Aug 15 08:56:53 +0000 2025,NgongeOwe,True,False,@Airtel_Ug @EmmanuelMagal @AirtelUGMD @AgoraCFR @airtelmoneyug @SpireJim What's the turn around time for to respond to calls made on that hotline.  Someone calls &amp; listens for more than 5 minutes and the call isn't picked. Customer complaints help u  2 improve service delivery.  The response is better. BOU takes a complaint with utmost good response.,1,2,0
1954282260875874576,Sat Aug 09 20:42:54 +0000 2025,alihndhote,True,False,"@SpireJim Whenever you replace your lines, it's always the airtel line that has money missing. The MTN line always has all the money",0,3,0
