Tweet_ID,Date,Username,Text,Complaint_Type,Mobile_Network,Retweets,Likes,Replies
1743594917106995591,Sat Jan 06 11:26:37 +0000 2024,Souljah,"If we remove all the agenda from Betta Edu's issue, nothing has shown she has committed fraud, we only know now that monies were transferred to a private account of a responsible party for a project and we've seen several persons saying it has been the standard procedure. 

The",Unauthorized Deduction,Unknown,146,409,122
1743330667071471858,Fri Jan 05 17:56:35 +0000 2024,Citizen TV Kenya,Auditor General's report reveals Ksh.67B lost through fake pension scheme payments https://t.co/hN8ZfnXkq1,General Complaint,Unknown,246,954,65
1743320783781282018,Fri Jan 05 17:17:18 +0000 2024,Sahara Reporters,"N37billion Fraud: Anti-Graft Commission, EFCC Receives Petition To Declare Buhari’s Minister, Sadiya Umar-Farouq Wanted | Sahara Reporters https://t.co/c1I1wOEWkI https://t.co/12bCMOyqz1",Unauthorized Deduction,Unknown,287,789,72
1743333123897893027,Fri Jan 05 18:06:20 +0000 2024,Pastor Who,Over N600m into an individual’s account is not a good look for Betta Edu if we are calling a spade a spade. There’s no better way to perpetuate FRAUD and evade ACCOUNTABILITY than this and we all know that there’s no way Mrs Bridget won’t buy Gala and la casera out of that money.,Unauthorized Deduction,Unknown,82,302,63
1742900325659312470,Thu Jan 04 13:26:33 +0000 2024,Wale Adedayo 🌍🔰,"She moved over N30billion to private account to protect it from being stolen by the minister.

E de jor now💀💀💀",Unauthorized Deduction,Unknown,62,310,39
1743553304569745899,Sat Jan 06 08:41:16 +0000 2024,Ada Anambra,"@KadunaResident Hello Sir

The Document in circulation has full approval and followed due Process. The event have already been held in Kogi, Calabar Cross River, some other places and some yet to be launched.

Please let's separate the issues and deal with them uniquely. 
Dr Betta Edu has",General Complaint,Unknown,70,382,309
1742459931574366523,Wed Jan 03 08:16:35 +0000 2024,Nigeria Stories,"North Korean hackers
This is when his Instagram posts - and crimes - went to another level.
In February 2019, he attempted to launder 13m euros (£11m; $15m) stolen by a gang of North Korean hackers from the Maltese Bank of Valletta. https://t.co/65Vx18ouC0",Unauthorized Deduction,Unknown,20,352,1
1742111479942254628,Tue Jan 02 09:11:58 +0000 2024,Conrad Kulo,"When we shared this clip with Kikuyus they told us off. 

This was a clip where Ruto made it public that no community had issues with the Kikuyu community more than the Kalenjin community and the solution to that was to fast get to office. 

We were called names but today, https://t.co/Dc8eH5umSS",General Complaint,Unknown,135,265,28
1742931901999165499,Thu Jan 04 15:32:02 +0000 2024,"Cyprian, Is Nyakundi Kibiru","""Gachagua why are you persecuting us?"" — Mt. Kenya youth arrested and branded as Mungiki members during a weekend police crackdown in Nyeri demand to be presented in court or released unconditionally after spending days in detention without food or water. https://t.co/gFeXFw9qYi",System/Network Issue,Unknown,107,218,27
1743801783309189604,Sun Jan 07 01:08:38 +0000 2024,Chinasa Nworu,"#Biafrans it’s our duty to educate our people , we must  enlighten them about who to call their friends and who to call their enemies. Years have gone when our people are been brainwashed to meddle into issues  that have non of their interest . 
Those  whom you claim they’re https://t.co/HFY1d2ShzG",General Complaint,Unknown,1335,995,135
1743529874231304338,Sat Jan 06 07:08:09 +0000 2024,Dr Sneaker Nyame,"🚨🚨🚨

This guy Nkrumah Eldad is wanted for Fraud!

He promised to assist people in securing jobs in America for 8000 Ghana cedis. He has scammed about 40 plus individuals. The tiktok influencer who helped him advertise is facing serious threats and battling heart attacks. https://t.co/bujJEEYkyw",Unauthorized Deduction,Unknown,784,3297,220
1743962642509595048,Sun Jan 07 11:47:49 +0000 2024,Goddie,"Due to public demand

This woman is known as Gladys Wairimu Kamande. One of the greatest cons to ever appear in the Kenyan scene

She scammed Kenyans millions of shillings... https://t.co/4X1EITdXWf",General Complaint,Unknown,397,2633,161
1742935602025382322,Thu Jan 04 15:46:44 +0000 2024,"Mbiti Mwondi Maino,MD","Nigerian men kwanza wale wa Roysambu and Kilimani apply cocaine on their mjuolos before terrorizing Kenyan women hence the illusion of their beastly nature in matters https://t.co/2Q5W6X0l6K wonder Kenyan women are all over them despite being scammers,it is the cocaine confusing",System/Network Issue,Unknown,50,281,44
1742792860431237136,Thu Jan 04 06:19:32 +0000 2024,ÌKÀ NATION,"Help, a suspicious message was discovered on the phone of our potential bride…

A younger brother of mine saw a message on his finances phone.
She sent a message to a guy on instagram, telling him she likes his lips, so tempting…",Poor Customer Service,Unknown,233,312,71
1743659882753015879,Sat Jan 06 15:44:46 +0000 2024,Dudula News,"FOREIGNERS FIND OPPORTUNITIES IN SA!
The police in Mitchell's Plain have arrested 5 men and 9 women from Congo in the hotel room. They were found with 3 MacBooks, 14 iPhones and fraudulent bank cards. https://t.co/SxCStcETLk",Unauthorized Deduction,Unknown,143,268,57
1744026329241067783,Sun Jan 07 16:00:53 +0000 2024,Sgubudu,@MbalzzMafu @Cnehgule Siyaphapha le scammer… I like his family for warning the girl…,General Complaint,Unknown,17,786,4
1743255075210883201,Fri Jan 05 12:56:12 +0000 2024,Goddie,"Forex Trading in Kenya ni scam. More than 90% of guys bragging online that they are making money from Forex Trading are lying

They make money by charging training fee

They charge Ksh 20,000 to Kshs 50,000 per client

The cars and houses they flaunt online don't belong to them",General Complaint,Unknown,48,323,20
1742176591927525406,Tue Jan 02 13:30:42 +0000 2024,Mike Sonko,"NOTICE NOTICE NOTICE.
BEWARE BEWARE BEWARE.

This is the month that fraudsters will be using fake social media accounts bearing my names to con Kenyans about free loans and bursary. Do not send money to any of these people. I do not give any free loans or bursary.

Asanteni sana.",Unauthorized Deduction,Unknown,68,455,53
1744026885305053382,Sun Jan 07 16:03:06 +0000 2024,Phulu,@ingagubeka Busines Email Compromise scam is one of the biggest crimes happening in SA. Check how much has been lost to it &amp; compare with money lost to heists. They are stealing Billions per year.,General Complaint,Unknown,18,216,6
1742086845717000681,Tue Jan 02 07:34:05 +0000 2024,Nigeria Stories,"Goddy, who is now a taxi driver on the streets of Lagos, allegedly made money from Yahoo, known as 419 at the time.
When asked about his fraud background and how he made money
“Goddy waxed philosophically that Yahoo is not a crime; rather, he collected from those who stole from",Unauthorized Deduction,Unknown,94,1102,27
1742459947047121337,Wed Jan 03 08:16:39 +0000 2024,Nigeria Stories,"The scams were to be carried out via Business Email Compromise (BEC).
Terrifyingly simple, BEC works by intercepting payments via fake emails that appear to come from an address that is almost exactly the same as the supplier's. Only a single letter or number will be different.",General Complaint,Unknown,14,270,2
1742459959583871290,Wed Jan 03 08:16:42 +0000 2024,Nigeria Stories,"In that email the scammers - posing as a supplier awaiting payment - typically say they've switched banks, so the payment will need to be wired to a different account; the details for which they will provide.",General Complaint,Unknown,13,237,1
1745753414942830750,Fri Jan 12 10:23:43 +0000 2024,Snr. Cde. Robert Kabushenga,"COFFEE SCAM DISCLOSURE 

So it turns out that a political order was given &amp; US$20m was disbursed to @TugumeNelsonO. This money is meant to finance coffee export trade. But as some of us kept pointing out, this money has since ended up in Nelson’s private account. He has lived up https://t.co/HMhwBzurUF",General Complaint,Unknown,509,1693,389
1746397076194218298,Sun Jan 14 05:01:24 +0000 2024,Snr. Cde. Robert Kabushenga,"COFFEE SCAM PART II
Back to @NelsonTugumeO. 

1. The latest scheme is a media campaign in Russian media allied to Putin. Supposedly to grow imports of Ugandan coffee into Russia. That will need more money.

2. He is spending part of the taxpayers money to build his “factory for https://t.co/BssYYLEtOk",General Complaint,Unknown,525,1555,308
1744784399667699833,Tue Jan 09 18:13:12 +0000 2024,Osita Chidoka,"1../  The Betta Edu Saga Reveals Deep Systemic Issues 

The controversy about the request by the Honourable Minister of Humanitarian Affairs and Poverty Alleviation to the Accountant General, as widely reported, is only a reflection of the systemic failure in our public service. https://t.co/JLNPCUn6Zt",Poor Customer Service,Unknown,1041,1886,235
1744659417377763504,Tue Jan 09 09:56:33 +0000 2024,Madam CEO 🇺🇬,"Hello Hon. @FrankTumwebazek ,
I went to Ibanda District to borrow a tractor to turn my grandmother’s farm (100 by 100) into a coffee farm. I was told to pay Ugx 9.8M because the district has none and borrows from Mbarara. Bambi help us because 10M is a lot on a farmer! https://t.co/qeVOLpecpB",Poor Customer Service,Unknown,44,447,52
1745464564148531559,Thu Jan 11 15:15:55 +0000 2024,Morris Monye,"AirPeace moved flight forward from 5pm to 3pm. Benin to Lagos. 

Everyone missed flight. No refund, no communication, nothing. 

AirPeace. Why!!!",General Complaint,Unknown,2390,6875,440
1745774591677530536,Fri Jan 12 11:47:52 +0000 2024,Fene,"Dec 2023, I was scammed of 2,618,000 naira &amp; came here to ask for anyone working in UBA. @omoshalewa__ tagged @PureMinD__ who assured me that day I’d get my money back. Ayo walked me through the corridors of power &amp; ystday my money was refunded in full from the scammer’s account.",General Complaint,Unknown,505,2132,62
1745330745382433015,Thu Jan 11 06:24:11 +0000 2024,Jim Spire Ssentongo,"Caller: Ggwe olina essimu yangye?

Me: Essimu ogisudde mu kkubo. Nze ngirina 

Caller: Gimpe nkuwe omutwaro

Me: Tewetaaga kumpa ssente ssebo …

Caller: Okakasa? Togeenda kutwara ssimu yangye? 

😳😳😳
In Uganda we expect a thief everywhere!!!",General Complaint,Unknown,126,1297,61
1746972351084822846,Mon Jan 15 19:07:20 +0000 2024,Bantu Holomisa,"Potential scam involving IEC staff or IEC name. 

I received a message from someone purporting to be IEC Chairperson Mosotho Moepya promising to rig 200K votes in favour for the UDM.

We have reported this scam to the IEC. https://t.co/CwNHRTgh3d",General Complaint,Unknown,426,838,131
1746169626742964683,Sat Jan 13 13:57:35 +0000 2024,Moe,"The hotel I stayed in Togo stole $350 from me. When I complained, the owner (from his accent seemingly isn’t African), tried to insinuate that because I am Nigerian he doesn’t trust that said money was stolen. A full bully &amp; racist.",Unauthorized Deduction,Unknown,110,404,21
1744657769385414903,Tue Jan 09 09:50:01 +0000 2024,Kijana Ya Atwoli ( parody ),"Safaricom : Our expertise are trying to fix the Mpesa problem

The Expertise : https://t.co/KvSXWIqpxK",General Complaint,Unknown,147,1362,17
1745181578924314639,Wed Jan 10 20:31:26 +0000 2024,Opeyemi Babalola,"My phone has been on silent for over 15 years now. Not that I don't like ring tones or music, but because at a point, I was in heavy debts due to failed business investments. Ring tones used to give me panic attacks because of those I was owing. Today, the total amount of money I",General Complaint,Unknown,450,2375,222
1745898212144140374,Fri Jan 12 19:59:05 +0000 2024,Anyungu,"This is absolute rubbish! You illegally shared MPESA Data with that scam called Hustler fund.

You let paybill and till clients text us illegally day and night to remind us of their events.

You have no clear mechanism of protecting the data that some of your rogue MPESA agents",General Complaint,Unknown,232,430,24
1745120347081371955,Wed Jan 10 16:28:08 +0000 2024,Inibehe Effiong,"LEGAL DEFENSE FUND FOR CHIOMA OKOLI

At the instance of Mrs. Chioma Edoka Okoli and her husband and based on inquiries from members of the public on how they can support Chioma’s cause, we are constrained to launch a Legal Defense Fund campaign to enable us prosecute and defend https://t.co/BAppUFby0b",Poor Customer Service,Unknown,4226,4387,418
1745363293202522621,Thu Jan 11 08:33:31 +0000 2024,Wale S Akerele,"BREAKING NEWS: GET ANY MONEY YOU TRANSFER BACK. NO HIDING PLACE FOR FRAUD IN NIGERIA ANYMORE.

In case you mistakenly transferred Money to the wrong account and the account refused to refund your money, the owner blocked you,
or you are duped through your bank account and then",Unauthorized Deduction,Unknown,3809,4722,445
1746512557152579838,Sun Jan 14 12:40:16 +0000 2024,Morris Monye,"I sincerely hate that Nigerians are learning the hard way. I hate it so much 

It is we, that same Nigerians come to pour problems on via dms. Nobody has access to govt to lay complaints. 

I hate that we are learning the hard way. Too bad.",General Complaint,Unknown,186,457,35
1745665218925957291,Fri Jan 12 04:33:15 +0000 2024,"Cyprian, Is Nyakundi Kibiru","Please hide my identity, you see this guy Matara he conned me 2021, ilikuwa ivi, I lost job during corona period so I had very tough times after the pandemic, and I was forced to sell my laptop and I posted it on Facebook,  asking price was 22k ""HP 840 touchscreen"" so this",General Complaint,Unknown,85,511,94
1744651139721695322,Tue Jan 09 09:23:40 +0000 2024,NTV Kenya,"M-Pesa Delays: Safaricom informs customers of technical issue affecting its mobile money service, says resolution underway. https://t.co/vKUBsZVhZ5",Poor Customer Service,Unknown,47,496,31
1744649123712684244,Tue Jan 09 09:15:39 +0000 2024,Daily Nation,"M-PESA DELAYS: Safaricom informs customers of technical issue affecting its mobile money service, says resolution underway. https://t.co/yqgj7Dtj2X",Poor Customer Service,Unknown,41,236,18
1744637875679863215,Tue Jan 09 08:30:58 +0000 2024,KOT OCS👮👮,"Is there Mpesa delay? I was transacting from my Equity acc to my Mpesa,and now the money has been debited from my bank acc but nothing in my Mpesa.... I have called Equity bank and they are now telling me there is a problem and I have to wait for another 2-working days to get my",General Complaint,Unknown,41,362,45
1746444391823134961,Sun Jan 14 08:09:25 +0000 2024,🪖SOMTO🎖️,"Kidnapping And Insecurity: Even Nigerians In Abuja Are Not Safe.. 

The Federal Capital Of Nigeria, Abuja Is Not Safe. Fulani Kidnappers, Armed Bandits, And Terrorists Are On a Rampage. 

The Picture On The Left: Shows a Family That Was Kidnapped In Their Bwari Residence In Abuia https://t.co/KweILgEo0a",System/Network Issue,Unknown,727,759,150
1744637690123878407,Tue Jan 09 08:30:13 +0000 2024,The Kampala Journal,"MK Movement supporter alleged to have been battered by 'NUP mob' turns out to be prolific mobile phone snatcher, KJ reports find. The thief fell victim to a mob after being nabbed snatching a lady handbag. Frank Gashumba claimed knowledge of the criminal in and politicized the... https://t.co/aI3z7tfkbC",Poor Customer Service,Unknown,52,268,28
1744616122450685961,Tue Jan 09 07:04:31 +0000 2024,"Cyprian, Is Nyakundi Kibiru","Cyprian, I know you are a voice in the country because I follow you and I see you raise issues and things happen. I am kindly requesting you to assist me to share this tweet. In 2016, I assisted Sylvanus Osoro to take a loan, and thinking I was helping my friend, I was a",Poor Customer Service,Unknown,71,251,36
